ArrayType,SortType,Size,Time
Reverse,Hybrid Merge Sort,5600,7277
Reverse,Hybrid Merge Sort,5700,7515
Reverse,Hybrid Merge Sort,5800,7839
Reverse,Hybrid Merge Sort,5900,8485
Reverse,Hybrid Merge Sort,6000,9005
Reverse,Hybrid Merge Sort,6100,4901
Reverse,Hybrid Merge Sort,6200,5267
Reverse,Hybrid Merge Sort,6300,5121
Reverse,Hybrid Merge Sort,6400,5094
Reverse,Hybrid Merge Sort,6500,5290
Reverse,Hybrid Merge Sort,6600,5345
Reverse,Hybrid Merge Sort,6700,5462
Reverse,Hybrid Merge Sort,6800,5702
Reverse,Hybrid Merge Sort,6900,5813
Reverse,Hybrid Merge Sort,7000,5938
Reverse,Hybrid Merge Sort,7100,6192
Reverse,Hybrid Merge Sort,7200,6432
Reverse,Hybrid Merge Sort,7300,6573
Reverse,Hybrid Merge Sort,7400,6732
Reverse,Hybrid Merge Sort,7500,6884
Reverse,Hybrid Merge Sort,7600,7121
Reverse,Hybrid Merge Sort,7700,7340
Reverse,Hybrid Merge Sort,7800,7524
Reverse,Hybrid Merge Sort,7900,7639
Reverse,Hybrid Merge Sort,8000,7903
Reverse,Hybrid Merge Sort,8100,8114
Reverse,Hybrid Merge Sort,8200,8252
Reverse,Hybrid Merge Sort,8300,8421
Reverse,Hybrid Merge Sort,8400,8552
Reverse,Hybrid Merge Sort,8500,9153
Reverse,Hybrid Merge Sort,8600,8849
Reverse,Hybrid Merge Sort,8700,9099
Reverse,Hybrid Merge Sort,8800,9387
Reverse,Hybrid Merge Sort,8900,9596
Reverse,Hybrid Merge Sort,9000,9809
Reverse,Hybrid Merge Sort,9100,10011
Reverse,Hybrid Merge Sort,9200,10219
Reverse,Hybrid Merge Sort,9300,10473
Reverse,Hybrid Merge Sort,9400,10532
Reverse,Hybrid Merge Sort,9500,10696
Reverse,Hybrid Merge Sort,9600,11070
Reverse,Hybrid Merge Sort,9700,11315
Reverse,Hybrid Merge Sort,9800,11607
Reverse,Hybrid Merge Sort,9900,11865
AlmostSorted,Standard Merge Sort,500,206
AlmostSorted,Standard Merge Sort,600,242
AlmostSorted,Standard Merge Sort,700,291
AlmostSorted,Standard Merge Sort,800,387
AlmostSorted,Standard Merge Sort,900,378
AlmostSorted,Standard Merge Sort,1000,431
AlmostSorted,Standard Merge Sort,1100,459
AlmostSorted,Standard Merge Sort,1200,502
AlmostSorted,Standard Merge Sort,1300,545
AlmostSorted,Standard Merge Sort,1400,590
AlmostSorted,Standard Merge Sort,1500,643
AlmostSorted,Standard Merge Sort,1600,771
AlmostSorted,Standard Merge Sort,1700,742
AlmostSorted,Standard Merge Sort,1800,776
AlmostSorted,Standard Merge Sort,1900,822
AlmostSorted,Standard Merge Sort,2000,864
AlmostSorted,Standard Merge Sort,2100,982
AlmostSorted,Standard Merge Sort,2200,958
AlmostSorted,Standard Merge Sort,2300,994
AlmostSorted,Standard Merge Sort,2400,1061
AlmostSorted,Standard Merge Sort,2500,1158
AlmostSorted,Standard Merge Sort,2600,1158
AlmostSorted,Standard Merge Sort,2700,1249
AlmostSorted,Standard Merge Sort,2800,1313
AlmostSorted,Standard Merge Sort,2900,1275
AlmostSorted,Standard Merge Sort,3000,1323
AlmostSorted,Standard Merge Sort,3100,1451
AlmostSorted,Standard Merge Sort,3200,1407
AlmostSorted,Standard Merge Sort,3300,1469
AlmostSorted,Standard Merge Sort,3400,1584
AlmostSorted,Standard Merge Sort,3500,1567
AlmostSorted,Standard Merge Sort,3600,1648
AlmostSorted,Standard Merge Sort,3700,1654
AlmostSorted,Standard Merge Sort,3800,1780
AlmostSorted,Standard Merge Sort,3900,1751
AlmostSorted,Standard Merge Sort,4000,1776
AlmostSorted,Standard Merge Sort,4100,1883
AlmostSorted,Standard Merge Sort,4200,1898
AlmostSorted,Standard Merge Sort,4300,2015
AlmostSorted,Standard Merge Sort,4400,1993
AlmostSorted,Standard Merge Sort,4500,2090
AlmostSorted,Standard Merge Sort,4600,2086
AlmostSorted,Standard Merge Sort,4700,2260
AlmostSorted,Standard Merge Sort,4800,2246
AlmostSorted,Standard Merge Sort,4900,2308
AlmostSorted,Standard Merge Sort,5000,2351
AlmostSorted,Standard Merge Sort,5100,2335
AlmostSorted,Standard Merge Sort,5200,2363
AlmostSorted,Standard Merge Sort,5300,2424
AlmostSorted,Standard Merge Sort,5400,2492
AlmostSorted,Standard Merge Sort,5500,2510
AlmostSorted,Standard Merge Sort,5600,2556
AlmostSorted,Standard Merge Sort,5700,2626
AlmostSorted,Standard Merge Sort,5800,2657
AlmostSorted,Standard Merge Sort,5900,2744
AlmostSorted,Standard Merge Sort,6000,2810
AlmostSorted,Standard Merge Sort,6100,2854
AlmostSorted,Standard Merge Sort,6200,2902
AlmostSorted,Standard Merge Sort,6300,2954
AlmostSorted,Standard Merge Sort,6400,2999
AlmostSorted,Standard Merge Sort,6500,3052
AlmostSorted,Standard Merge Sort,6600,3108
AlmostSorted,Standard Merge Sort,6700,3156
AlmostSorted,Standard Merge Sort,6800,3204
AlmostSorted,Standard Merge Sort,6900,3250
AlmostSorted,Standard Merge Sort,7000,3298
AlmostSorted,Standard Merge Sort,7100,3353
AlmostSorted,Standard Merge Sort,7200,3398
AlmostSorted,Standard Merge Sort,7300,3447
AlmostSorted,Standard Merge Sort,7400,3497
AlmostSorted,Standard Merge Sort,7500,3558
AlmostSorted,Standard Merge Sort,7600,3594
AlmostSorted,Standard Merge Sort,7700,3643
AlmostSorted,Standard Merge Sort,7800,3696
AlmostSorted,Standard Merge Sort,7900,3745
AlmostSorted,Standard Merge Sort,8000,3792
AlmostSorted,Standard Merge Sort,8100,3828
AlmostSorted,Standard Merge Sort,8200,3874
AlmostSorted,Standard Merge Sort,8300,3943
AlmostSorted,Standard Merge Sort,8400,3993
AlmostSorted,Standard Merge Sort,8500,4079
AlmostSorted,Standard Merge Sort,8600,4177
AlmostSorted,Standard Merge Sort,8700,4212
AlmostSorted,Standard Merge Sort,8800,4302
AlmostSorted,Standard Merge Sort,8900,4195
AlmostSorted,Standard Merge Sort,9000,4373
AlmostSorted,Standard Merge Sort,9100,4413
AlmostSorted,Standard Merge Sort,9200,4441
AlmostSorted,Standard Merge Sort,9300,4478
AlmostSorted,Standard Merge Sort,9400,4530
AlmostSorted,Standard Merge Sort,9500,4564
AlmostSorted,Standard Merge Sort,9600,4674
AlmostSorted,Standard Merge Sort,9700,4782
AlmostSorted,Standard Merge Sort,9800,4808
AlmostSorted,Standard Merge Sort,9900,4782
AlmostSorted,Hybrid Merge Sort,500,95
AlmostSorted,Hybrid Merge Sort,600,129
AlmostSorted,Hybrid Merge Sort,700,168
AlmostSorted,Hybrid Merge Sort,800,126
AlmostSorted,Hybrid Merge Sort,900,162
AlmostSorted,Hybrid Merge Sort,1000,202
AlmostSorted,Hybrid Merge Sort,1100,237
AlmostSorted,Hybrid Merge Sort,1200,276
AlmostSorted,Hybrid Merge Sort,1300,332
AlmostSorted,Hybrid Merge Sort,1400,382
AlmostSorted,Hybrid Merge Sort,1500,408
AlmostSorted,Hybrid Merge Sort,1600,297
AlmostSorted,Hybrid Merge Sort,1700,312
AlmostSorted,Hybrid Merge Sort,1800,346
AlmostSorted,Hybrid Merge Sort,1900,377
AlmostSorted,Hybrid Merge Sort,2000,418
AlmostSorted,Hybrid Merge Sort,2100,453
AlmostSorted,Hybrid Merge Sort,2200,497
AlmostSorted,Hybrid Merge Sort,2300,577
AlmostSorted,Hybrid Merge Sort,2400,560
AlmostSorted,Hybrid Merge Sort,2500,612
AlmostSorted,Hybrid Merge Sort,2600,664
AlmostSorted,Hybrid Merge Sort,2700,715
AlmostSorted,Hybrid Merge Sort,2800,746
AlmostSorted,Hybrid Merge Sort,2900,859
AlmostSorted,Hybrid Merge Sort,3000,839
AlmostSorted,Hybrid Merge Sort,3100,577
AlmostSorted,Hybrid Merge Sort,3200,602
AlmostSorted,Hybrid Merge Sort,3300,633
AlmostSorted,Hybrid Merge Sort,3400,649
AlmostSorted,Hybrid Merge Sort,3500,793
AlmostSorted,Hybrid Merge Sort,3600,741
AlmostSorted,Hybrid Merge Sort,3700,762
AlmostSorted,Hybrid Merge Sort,3800,788
AlmostSorted,Hybrid Merge Sort,3900,805
AlmostSorted,Hybrid Merge Sort,4000,922
AlmostSorted,Hybrid Merge Sort,4100,924
AlmostSorted,Hybrid Merge Sort,4200,956
AlmostSorted,Hybrid Merge Sort,4300,995
AlmostSorted,Hybrid Merge Sort,4400,1089
AlmostSorted,Hybrid Merge Sort,4500,1063
AlmostSorted,Hybrid Merge Sort,4600,1104
AlmostSorted,Hybrid Merge Sort,4700,1139
AlmostSorted,Hybrid Merge Sort,4800,1210
AlmostSorted,Hybrid Merge Sort,4900,1230
AlmostSorted,Hybrid Merge Sort,5000,1274
AlmostSorted,Hybrid Merge Sort,5100,1400
AlmostSorted,Hybrid Merge Sort,5200,1372
AlmostSorted,Hybrid Merge Sort,5300,1447
AlmostSorted,Hybrid Merge Sort,5400,1471
AlmostSorted,Hybrid Merge Sort,5500,1534
AlmostSorted,Hybrid Merge Sort,5600,1534
AlmostSorted,Hybrid Merge Sort,5700,1623
AlmostSorted,Hybrid Merge Sort,5800,1670
AlmostSorted,Hybrid Merge Sort,5900,1702
AlmostSorted,Hybrid Merge Sort,6000,1778
AlmostSorted,Hybrid Merge Sort,6100,1237
AlmostSorted,Hybrid Merge Sort,6200,1331
AlmostSorted,Hybrid Merge Sort,6300,1302
AlmostSorted,Hybrid Merge Sort,6400,1312
AlmostSorted,Hybrid Merge Sort,6500,1354
AlmostSorted,Hybrid Merge Sort,6600,1388
AlmostSorted,Hybrid Merge Sort,6700,1405
AlmostSorted,Hybrid Merge Sort,6800,1434
AlmostSorted,Hybrid Merge Sort,6900,1477
AlmostSorted,Hybrid Merge Sort,7000,1510
AlmostSorted,Hybrid Merge Sort,7100,1553
AlmostSorted,Hybrid Merge Sort,7200,1614
AlmostSorted,Hybrid Merge Sort,7300,1641
AlmostSorted,Hybrid Merge Sort,7400,1657
AlmostSorted,Hybrid Merge Sort,7500,1691
AlmostSorted,Hybrid Merge Sort,7600,1715
AlmostSorted,Hybrid Merge Sort,7700,1751
AlmostSorted,Hybrid Merge Sort,7800,1799
AlmostSorted,Hybrid Merge Sort,7900,1849
AlmostSorted,Hybrid Merge Sort,8000,1908
AlmostSorted,Hybrid Merge Sort,8100,1939
AlmostSorted,Hybrid Merge Sort,8200,1988
AlmostSorted,Hybrid Merge Sort,8300,1988
AlmostSorted,Hybrid Merge Sort,8400,2046
AlmostSorted,Hybrid Merge Sort,8500,2098
AlmostSorted,Hybrid Merge Sort,8600,2166
AlmostSorted,Hybrid Merge Sort,8700,2218
AlmostSorted,Hybrid Merge Sort,8800,2213
AlmostSorted,Hybrid Merge Sort,8900,2196
AlmostSorted,Hybrid Merge Sort,9000,2230
AlmostSorted,Hybrid Merge Sort,9100,2289
AlmostSorted,Hybrid Merge Sort,9200,2350
AlmostSorted,Hybrid Merge Sort,9300,2402
AlmostSorted,Hybrid Merge Sort,9400,2430
AlmostSorted,Hybrid Merge Sort,9500,2464
AlmostSorted,Hybrid Merge Sort,9600,2506
AlmostSorted,Hybrid Merge Sort,9700,2543
AlmostSorted,Hybrid Merge Sort,9800,2605
AlmostSorted,Hybrid Merge Sort,9900,2656
