ArrayType,SortType,Size,Time
Random,Hybrid Merge Sort,5200,1205
Random,Hybrid Merge Sort,5300,1167
Random,Hybrid Merge Sort,5400,1177
Random,Hybrid Merge Sort,5500,1211
Random,Hybrid Merge Sort,5600,1415
Random,Hybrid Merge Sort,5700,1269
Random,Hybrid Merge Sort,5800,1298
Random,Hybrid Merge Sort,5900,1360
Random,Hybrid Merge Sort,6000,1331
Random,Hybrid Merge Sort,6100,1424
Random,Hybrid Merge Sort,6200,1410
Random,Hybrid Merge Sort,6300,1411
Random,Hybrid Merge Sort,6400,1555
Random,Hybrid Merge Sort,6500,1513
Random,Hybrid Merge Sort,6600,1597
Random,Hybrid Merge Sort,6700,1604
Random,Hybrid Merge Sort,6800,1574
Random,Hybrid Merge Sort,6900,1647
Random,Hybrid Merge Sort,7000,1637
Random,Hybrid Merge Sort,7100,1658
Random,Hybrid Merge Sort,7200,1692
Random,Hybrid Merge Sort,7300,1700
Random,Hybrid Merge Sort,7400,1806
Random,Hybrid Merge Sort,7500,1739
Random,Hybrid Merge Sort,7600,1814
Random,Hybrid Merge Sort,7700,1911
Random,Hybrid Merge Sort,7800,1898
Random,Hybrid Merge Sort,7900,1974
Random,Hybrid Merge Sort,8000,1913
Random,Hybrid Merge Sort,8100,1927
Random,Hybrid Merge Sort,8200,1946
Random,Hybrid Merge Sort,8300,1984
Random,Hybrid Merge Sort,8400,2021
Random,Hybrid Merge Sort,8500,2081
Random,Hybrid Merge Sort,8600,2036
Random,Hybrid Merge Sort,8700,2044
Random,Hybrid Merge Sort,8800,2076
Random,Hybrid Merge Sort,8900,2107
Random,Hybrid Merge Sort,9000,2125
Random,Hybrid Merge Sort,9100,2153
Random,Hybrid Merge Sort,9200,2183
Random,Hybrid Merge Sort,9300,2209
Random,Hybrid Merge Sort,9400,2225
Random,Hybrid Merge Sort,9500,2245
Random,Hybrid Merge Sort,9600,2293
Random,Hybrid Merge Sort,9700,2309
Random,Hybrid Merge Sort,9800,2330
Random,Hybrid Merge Sort,9900,2358
Reverse,Standard Merge Sort,500,192
Reverse,Standard Merge Sort,600,231
Reverse,Standard Merge Sort,700,273
Reverse,Standard Merge Sort,800,310
Reverse,Standard Merge Sort,900,359
Reverse,Standard Merge Sort,1000,391
Reverse,Standard Merge Sort,1100,437
Reverse,Standard Merge Sort,1200,481
Reverse,Standard Merge Sort,1300,521
Reverse,Standard Merge Sort,1400,564
Reverse,Standard Merge Sort,1500,606
Reverse,Standard Merge Sort,1600,651
Reverse,Standard Merge Sort,1700,691
Reverse,Standard Merge Sort,1800,733
Reverse,Standard Merge Sort,1900,776
Reverse,Standard Merge Sort,2000,814
Reverse,Standard Merge Sort,2100,861
Reverse,Standard Merge Sort,2200,913
Reverse,Standard Merge Sort,2300,948
Reverse,Standard Merge Sort,2400,990
Reverse,Standard Merge Sort,2500,1034
Reverse,Standard Merge Sort,2600,1079
Reverse,Standard Merge Sort,2700,1123
Reverse,Standard Merge Sort,2800,1172
Reverse,Standard Merge Sort,2900,1213
Reverse,Standard Merge Sort,3000,1259
Reverse,Standard Merge Sort,3100,1301
Reverse,Standard Merge Sort,3200,1348
Reverse,Standard Merge Sort,3300,1390
Reverse,Standard Merge Sort,3400,1434
Reverse,Standard Merge Sort,3500,1479
Reverse,Standard Merge Sort,3600,1523
Reverse,Standard Merge Sort,3700,1564
Reverse,Standard Merge Sort,3800,1612
Reverse,Standard Merge Sort,3900,1652
Reverse,Standard Merge Sort,4000,1692
Reverse,Standard Merge Sort,4100,1755
Reverse,Standard Merge Sort,4200,1789
Reverse,Standard Merge Sort,4300,1831
Reverse,Standard Merge Sort,4400,1878
Reverse,Standard Merge Sort,4500,1920
Reverse,Standard Merge Sort,4600,1967
Reverse,Standard Merge Sort,4700,2009
Reverse,Standard Merge Sort,4800,2054
Reverse,Standard Merge Sort,4900,2107
Reverse,Standard Merge Sort,5000,2146
Reverse,Standard Merge Sort,5100,2197
Reverse,Standard Merge Sort,5200,2301
Reverse,Standard Merge Sort,5300,2397
Reverse,Standard Merge Sort,5400,2327
Reverse,Standard Merge Sort,5500,2535
Reverse,Standard Merge Sort,5600,2563
Reverse,Standard Merge Sort,5700,2520
Reverse,Standard Merge Sort,5800,2685
Reverse,Standard Merge Sort,5900,2657
Reverse,Standard Merge Sort,6000,2623
Reverse,Standard Merge Sort,6100,2742
Reverse,Standard Merge Sort,6200,2789
Reverse,Standard Merge Sort,6300,2803
Reverse,Standard Merge Sort,6400,2851
Reverse,Standard Merge Sort,6500,2919
Reverse,Standard Merge Sort,6600,2976
Reverse,Standard Merge Sort,6700,2941
Reverse,Standard Merge Sort,6800,3154
Reverse,Standard Merge Sort,6900,3147
Reverse,Standard Merge Sort,7000,3191
Reverse,Standard Merge Sort,7100,3192
Reverse,Standard Merge Sort,7200,3236
Reverse,Standard Merge Sort,7300,3339
Reverse,Standard Merge Sort,7400,3406
Reverse,Standard Merge Sort,7500,3423
Reverse,Standard Merge Sort,7600,3478
Reverse,Standard Merge Sort,7700,3521
Reverse,Standard Merge Sort,7800,3588
Reverse,Standard Merge Sort,7900,3500
Reverse,Standard Merge Sort,8000,3588
Reverse,Standard Merge Sort,8100,3741
Reverse,Standard Merge Sort,8200,3675
Reverse,Standard Merge Sort,8300,3771
Reverse,Standard Merge Sort,8400,4096
Reverse,Standard Merge Sort,8500,3876
Reverse,Standard Merge Sort,8600,3811
Reverse,Standard Merge Sort,8700,3869
Reverse,Standard Merge Sort,8800,3894
Reverse,Standard Merge Sort,8900,3976
Reverse,Standard Merge Sort,9000,4008
Reverse,Standard Merge Sort,9100,4058
Reverse,Standard Merge Sort,9200,4096
Reverse,Standard Merge Sort,9300,4201
Reverse,Standard Merge Sort,9400,4261
Reverse,Standard Merge Sort,9500,4314
Reverse,Standard Merge Sort,9600,4358
Reverse,Standard Merge Sort,9700,4411
Reverse,Standard Merge Sort,9800,4445
Reverse,Standard Merge Sort,9900,4503
Reverse,Hybrid Merge Sort,500,73
Reverse,Hybrid Merge Sort,600,92
Reverse,Hybrid Merge Sort,700,114
Reverse,Hybrid Merge Sort,800,139
Reverse,Hybrid Merge Sort,900,140
Reverse,Hybrid Merge Sort,1000,160
Reverse,Hybrid Merge Sort,1100,181
Reverse,Hybrid Merge Sort,1200,203
Reverse,Hybrid Merge Sort,1300,227
Reverse,Hybrid Merge Sort,1400,251
Reverse,Hybrid Merge Sort,1500,277
Reverse,Hybrid Merge Sort,1600,303
Reverse,Hybrid Merge Sort,1700,287
Reverse,Hybrid Merge Sort,1800,307
Reverse,Hybrid Merge Sort,1900,328
Reverse,Hybrid Merge Sort,2000,350
Reverse,Hybrid Merge Sort,2100,375
Reverse,Hybrid Merge Sort,2200,397
Reverse,Hybrid Merge Sort,2300,420
Reverse,Hybrid Merge Sort,2400,445
Reverse,Hybrid Merge Sort,2500,469
Reverse,Hybrid Merge Sort,2600,495
Reverse,Hybrid Merge Sort,2700,521
Reverse,Hybrid Merge Sort,2800,547
Reverse,Hybrid Merge Sort,2900,573
Reverse,Hybrid Merge Sort,3000,601
Reverse,Hybrid Merge Sort,3100,629
Reverse,Hybrid Merge Sort,3200,658
Reverse,Hybrid Merge Sort,3300,606
Reverse,Hybrid Merge Sort,3400,629
Reverse,Hybrid Merge Sort,3500,650
Reverse,Hybrid Merge Sort,3600,687
Reverse,Hybrid Merge Sort,3700,697
Reverse,Hybrid Merge Sort,3800,718
Reverse,Hybrid Merge Sort,3900,742
Reverse,Hybrid Merge Sort,4000,767
Reverse,Hybrid Merge Sort,4100,791
Reverse,Hybrid Merge Sort,4200,819
Reverse,Hybrid Merge Sort,4300,841
Reverse,Hybrid Merge Sort,4400,867
Reverse,Hybrid Merge Sort,4500,891
Reverse,Hybrid Merge Sort,4600,918
Reverse,Hybrid Merge Sort,4700,942
Reverse,Hybrid Merge Sort,4800,971
Reverse,Hybrid Merge Sort,4900,994
Reverse,Hybrid Merge Sort,5000,1021
Reverse,Hybrid Merge Sort,5100,1048
Reverse,Hybrid Merge Sort,5200,1075
Reverse,Hybrid Merge Sort,5300,1102
Reverse,Hybrid Merge Sort,5400,1130
Reverse,Hybrid Merge Sort,5500,1156
Reverse,Hybrid Merge Sort,5600,1185
Reverse,Hybrid Merge Sort,5700,1218
Reverse,Hybrid Merge Sort,5800,1243
Reverse,Hybrid Merge Sort,5900,1272
Reverse,Hybrid Merge Sort,6000,1301
Reverse,Hybrid Merge Sort,6100,1332
Reverse,Hybrid Merge Sort,6200,1362
Reverse,Hybrid Merge Sort,6300,1392
Reverse,Hybrid Merge Sort,6400,1457
Reverse,Hybrid Merge Sort,6500,1389
Reverse,Hybrid Merge Sort,6600,1299
Reverse,Hybrid Merge Sort,6700,1320
Reverse,Hybrid Merge Sort,6800,1387
Reverse,Hybrid Merge Sort,6900,1377
Reverse,Hybrid Merge Sort,7000,1395
Reverse,Hybrid Merge Sort,7100,1479
Reverse,Hybrid Merge Sort,7200,1443
Reverse,Hybrid Merge Sort,7300,1476
Reverse,Hybrid Merge Sort,7400,1523
Reverse,Hybrid Merge Sort,7500,1519
Reverse,Hybrid Merge Sort,7600,1621
Reverse,Hybrid Merge Sort,7700,1591
Reverse,Hybrid Merge Sort,7800,1684
Reverse,Hybrid Merge Sort,7900,1633
Reverse,Hybrid Merge Sort,8000,1636
Reverse,Hybrid Merge Sort,8100,1712
Reverse,Hybrid Merge Sort,8200,1687
Reverse,Hybrid Merge Sort,8300,1794
Reverse,Hybrid Merge Sort,8400,1751
Reverse,Hybrid Merge Sort,8500,1847
Reverse,Hybrid Merge Sort,8600,1802
Reverse,Hybrid Merge Sort,8700,1896
Reverse,Hybrid Merge Sort,8800,1862
Reverse,Hybrid Merge Sort,8900,1884
Reverse,Hybrid Merge Sort,9000,1932
Reverse,Hybrid Merge Sort,9100,1948
Reverse,Hybrid Merge Sort,9200,2000
Reverse,Hybrid Merge Sort,9300,2095
Reverse,Hybrid Merge Sort,9400,2018
Reverse,Hybrid Merge Sort,9500,2146
Reverse,Hybrid Merge Sort,9600,2072
Reverse,Hybrid Merge Sort,9700,2138
Reverse,Hybrid Merge Sort,9800,2148
Reverse,Hybrid Merge Sort,9900,2257
AlmostSorted,Standard Merge Sort,500,203
AlmostSorted,Standard Merge Sort,600,243
AlmostSorted,Standard Merge Sort,700,283
AlmostSorted,Standard Merge Sort,800,352
AlmostSorted,Standard Merge Sort,900,371
AlmostSorted,Standard Merge Sort,1000,410
AlmostSorted,Standard Merge Sort,1100,457
AlmostSorted,Standard Merge Sort,1200,525
AlmostSorted,Standard Merge Sort,1300,561
AlmostSorted,Standard Merge Sort,1400,586
AlmostSorted,Standard Merge Sort,1500,630
AlmostSorted,Standard Merge Sort,1600,677
AlmostSorted,Standard Merge Sort,1700,723
AlmostSorted,Standard Merge Sort,1800,795
AlmostSorted,Standard Merge Sort,1900,872
AlmostSorted,Standard Merge Sort,2000,865
AlmostSorted,Standard Merge Sort,2100,903
AlmostSorted,Standard Merge Sort,2200,952
AlmostSorted,Standard Merge Sort,2300,1122
AlmostSorted,Standard Merge Sort,2400,1045
AlmostSorted,Standard Merge Sort,2500,1084
AlmostSorted,Standard Merge Sort,2600,1220
AlmostSorted,Standard Merge Sort,2700,1199
AlmostSorted,Standard Merge Sort,2800,1230
AlmostSorted,Standard Merge Sort,2900,1296
AlmostSorted,Standard Merge Sort,3000,1350
AlmostSorted,Standard Merge Sort,3100,1400
AlmostSorted,Standard Merge Sort,3200,1506
AlmostSorted,Standard Merge Sort,3300,1530
AlmostSorted,Standard Merge Sort,3400,1541
AlmostSorted,Standard Merge Sort,3500,1644
AlmostSorted,Standard Merge Sort,3600,1634
AlmostSorted,Standard Merge Sort,3700,1704
AlmostSorted,Standard Merge Sort,3800,1757
AlmostSorted,Standard Merge Sort,3900,1744
AlmostSorted,Standard Merge Sort,4000,1826
AlmostSorted,Standard Merge Sort,4100,1883
AlmostSorted,Standard Merge Sort,4200,1893
AlmostSorted,Standard Merge Sort,4300,1996
AlmostSorted,Standard Merge Sort,4400,2014
AlmostSorted,Standard Merge Sort,4500,2061
AlmostSorted,Standard Merge Sort,4600,2117
AlmostSorted,Standard Merge Sort,4700,2171
AlmostSorted,Standard Merge Sort,4800,2213
AlmostSorted,Standard Merge Sort,4900,2265
AlmostSorted,Standard Merge Sort,5000,2313
AlmostSorted,Standard Merge Sort,5100,2354
AlmostSorted,Standard Merge Sort,5200,2413
AlmostSorted,Standard Merge Sort,5300,2459
AlmostSorted,Standard Merge Sort,5400,2507
AlmostSorted,Standard Merge Sort,5500,2550
AlmostSorted,Standard Merge Sort,5600,2605
AlmostSorted,Standard Merge Sort,5700,2662
AlmostSorted,Standard Merge Sort,5800,2705
AlmostSorted,Standard Merge Sort,5900,2753
AlmostSorted,Standard Merge Sort,6000,2807
AlmostSorted,Standard Merge Sort,6100,2852
AlmostSorted,Standard Merge Sort,6200,2898
AlmostSorted,Standard Merge Sort,6300,2958
AlmostSorted,Standard Merge Sort,6400,2999
AlmostSorted,Standard Merge Sort,6500,3049
AlmostSorted,Standard Merge Sort,6600,3102
AlmostSorted,Standard Merge Sort,6700,3145
AlmostSorted,Standard Merge Sort,6800,3214
AlmostSorted,Standard Merge Sort,6900,3245
AlmostSorted,Standard Merge Sort,7000,3298
AlmostSorted,Standard Merge Sort,7100,3353
AlmostSorted,Standard Merge Sort,7200,3399
AlmostSorted,Standard Merge Sort,7300,3448
AlmostSorted,Standard Merge Sort,7400,3503
AlmostSorted,Standard Merge Sort,7500,3547
AlmostSorted,Standard Merge Sort,7600,3598
AlmostSorted,Standard Merge Sort,7700,3647
AlmostSorted,Standard Merge Sort,7800,3734
AlmostSorted,Standard Merge Sort,7900,3786
AlmostSorted,Standard Merge Sort,8000,3784
AlmostSorted,Standard Merge Sort,8100,3874
AlmostSorted,Standard Merge Sort,8200,3970
AlmostSorted,Standard Merge Sort,8300,3927
AlmostSorted,Standard Merge Sort,8400,4328
AlmostSorted,Standard Merge Sort,8500,4054
AlmostSorted,Standard Merge Sort,8600,4136
AlmostSorted,Standard Merge Sort,8700,4417
AlmostSorted,Standard Merge Sort,8800,4256
AlmostSorted,Standard Merge Sort,8900,4299
AlmostSorted,Standard Merge Sort,9000,4650
AlmostSorted,Standard Merge Sort,9100,4365
AlmostSorted,Standard Merge Sort,9200,4720
AlmostSorted,Standard Merge Sort,9300,4464
AlmostSorted,Standard Merge Sort,9400,4498
AlmostSorted,Standard Merge Sort,9500,4887
AlmostSorted,Standard Merge Sort,9600,4682
AlmostSorted,Standard Merge Sort,9700,4695
AlmostSorted,Standard Merge Sort,9800,5024
AlmostSorted,Standard Merge Sort,9900,4730
AlmostSorted,Hybrid Merge Sort,500,53
AlmostSorted,Hybrid Merge Sort,600,64
AlmostSorted,Hybrid Merge Sort,700,75
AlmostSorted,Hybrid Merge Sort,800,85
AlmostSorted,Hybrid Merge Sort,900,109
AlmostSorted,Hybrid Merge Sort,1000,125
AlmostSorted,Hybrid Merge Sort,1100,156
AlmostSorted,Hybrid Merge Sort,1200,163
AlmostSorted,Hybrid Merge Sort,1300,165
AlmostSorted,Hybrid Merge Sort,1400,174
AlmostSorted,Hybrid Merge Sort,1500,192
AlmostSorted,Hybrid Merge Sort,1600,212
AlmostSorted,Hybrid Merge Sort,1700,236
AlmostSorted,Hybrid Merge Sort,1800,248
AlmostSorted,Hybrid Merge Sort,1900,263
AlmostSorted,Hybrid Merge Sort,2000,275
AlmostSorted,Hybrid Merge Sort,2100,290
AlmostSorted,Hybrid Merge Sort,2200,306
AlmostSorted,Hybrid Merge Sort,2300,320
AlmostSorted,Hybrid Merge Sort,2400,334
AlmostSorted,Hybrid Merge Sort,2500,403
AlmostSorted,Hybrid Merge Sort,2600,396
AlmostSorted,Hybrid Merge Sort,2700,379
AlmostSorted,Hybrid Merge Sort,2800,417
AlmostSorted,Hybrid Merge Sort,2900,514
AlmostSorted,Hybrid Merge Sort,3000,591
AlmostSorted,Hybrid Merge Sort,3100,445
AlmostSorted,Hybrid Merge Sort,3200,577
AlmostSorted,Hybrid Merge Sort,3300,529
AlmostSorted,Hybrid Merge Sort,3400,535
AlmostSorted,Hybrid Merge Sort,3500,548
AlmostSorted,Hybrid Merge Sort,3600,566
AlmostSorted,Hybrid Merge Sort,3700,578
AlmostSorted,Hybrid Merge Sort,3800,598
AlmostSorted,Hybrid Merge Sort,3900,617
AlmostSorted,Hybrid Merge Sort,4000,630
AlmostSorted,Hybrid Merge Sort,4100,645
AlmostSorted,Hybrid Merge Sort,4200,661
AlmostSorted,Hybrid Merge Sort,4300,685
AlmostSorted,Hybrid Merge Sort,4400,690
AlmostSorted,Hybrid Merge Sort,4500,706
AlmostSorted,Hybrid Merge Sort,4600,722
AlmostSorted,Hybrid Merge Sort,4700,742
AlmostSorted,Hybrid Merge Sort,4800,752
AlmostSorted,Hybrid Merge Sort,4900,790
AlmostSorted,Hybrid Merge Sort,5000,1047
AlmostSorted,Hybrid Merge Sort,5100,856
AlmostSorted,Hybrid Merge Sort,5200,830
AlmostSorted,Hybrid Merge Sort,5300,835
AlmostSorted,Hybrid Merge Sort,5400,850
AlmostSorted,Hybrid Merge Sort,5500,874
AlmostSorted,Hybrid Merge Sort,5600,903
AlmostSorted,Hybrid Merge Sort,5700,919
AlmostSorted,Hybrid Merge Sort,5800,935
AlmostSorted,Hybrid Merge Sort,5900,959
AlmostSorted,Hybrid Merge Sort,6000,971
AlmostSorted,Hybrid Merge Sort,6100,1002
AlmostSorted,Hybrid Merge Sort,6200,1009
AlmostSorted,Hybrid Merge Sort,6300,1023
AlmostSorted,Hybrid Merge Sort,6400,1212
AlmostSorted,Hybrid Merge Sort,6500,1161
AlmostSorted,Hybrid Merge Sort,6600,1186
AlmostSorted,Hybrid Merge Sort,6700,1248
AlmostSorted,Hybrid Merge Sort,6800,1229
AlmostSorted,Hybrid Merge Sort,6900,1219
AlmostSorted,Hybrid Merge Sort,7000,1227
AlmostSorted,Hybrid Merge Sort,7100,1243
AlmostSorted,Hybrid Merge Sort,7200,1261
AlmostSorted,Hybrid Merge Sort,7300,1319
AlmostSorted,Hybrid Merge Sort,7400,1337
AlmostSorted,Hybrid Merge Sort,7500,1593
AlmostSorted,Hybrid Merge Sort,7600,1364
AlmostSorted,Hybrid Merge Sort,7700,1352
AlmostSorted,Hybrid Merge Sort,7800,1380
AlmostSorted,Hybrid Merge Sort,7900,1395
AlmostSorted,Hybrid Merge Sort,8000,1407
AlmostSorted,Hybrid Merge Sort,8100,1420
AlmostSorted,Hybrid Merge Sort,8200,1456
AlmostSorted,Hybrid Merge Sort,8300,1484
AlmostSorted,Hybrid Merge Sort,8400,1513
AlmostSorted,Hybrid Merge Sort,8500,1530
AlmostSorted,Hybrid Merge Sort,8600,1538
AlmostSorted,Hybrid Merge Sort,8700,1557
AlmostSorted,Hybrid Merge Sort,8800,1576
AlmostSorted,Hybrid Merge Sort,8900,1607
AlmostSorted,Hybrid Merge Sort,9000,1615
AlmostSorted,Hybrid Merge Sort,9100,1629
AlmostSorted,Hybrid Merge Sort,9200,1649
AlmostSorted,Hybrid Merge Sort,9300,1689
AlmostSorted,Hybrid Merge Sort,9400,1690
AlmostSorted,Hybrid Merge Sort,9500,1680
AlmostSorted,Hybrid Merge Sort,9600,1690
AlmostSorted,Hybrid Merge Sort,9700,1707
AlmostSorted,Hybrid Merge Sort,9800,1747
AlmostSorted,Hybrid Merge Sort,9900,1832
